algorithm,experiment,average_delay_importance,average_delay_pct_impact,average_delay_p_value,average_delay_cohens_d,average_delay_significant,throughput_importance,throughput_pct_impact,throughput_p_value,throughput_cohens_d,throughput_significant,average_queue_length_importance,average_queue_length_pct_impact,average_queue_length_p_value,average_queue_length_cohens_d,average_queue_length_significant,average_speed_importance,average_speed_pct_impact,average_speed_p_value,average_speed_cohens_d,average_speed_significant
SOTL,full_minus_sotl,9.038303959215273,33.45134519703695,2.2384261170800927e-16,4.370865506456977,True,0.0,0.0,,0.0,False,-0.24784143518518514,-100.0,1.589601821793436e-21,15.607231317589477,True,0.10214656899663277,8.928026334254005,1.035924728108067e-06,1.8468632127927662,True
ACO,full_minus_aco,-0.5281311091355256,-1.954647256908621,0.35799723199935607,0.29447635595007543,False,0.0,0.0,,0.0,False,-0.004670138888888814,-1.884325308800493,0.487306820117817,0.2218540953000798,False,0.007672647805825106,0.670620681014953,0.6733246543642077,0.13436634512907814,False
PSO,full_minus_pso,-0.2382221362884529,-0.8816754725797578,0.6725714086505212,0.13477543067601774,False,0.0,0.0,,0.0,False,-0.008545524691358025,-3.4479806352690288,0.2209930082578358,0.39352847945818004,False,0.007010260695971882,0.6127253486672269,0.7168530241759797,0.11554441476319541,False
SOM,full_minus_som,-1.0791052314611527,-3.9938379771717205,0.08550097448426665,0.5584213361883411,False,0.0,0.0,,0.0,False,-0.004182098765432074,-1.6874090332422593,0.5207805131506774,0.20505200773159468,False,-0.019822242591368555,-1.7325447697175582,0.2632494319124378,0.3592584196091896,False
