algorithm,experiment,average_delay_importance,average_delay_pct_impact,average_delay_p_value,average_delay_cohens_d,average_delay_significant,throughput_importance,throughput_pct_impact,throughput_p_value,throughput_cohens_d,throughput_significant,average_queue_length_importance,average_queue_length_pct_impact,average_queue_length_p_value,average_queue_length_cohens_d,average_queue_length_significant,average_speed_importance,average_speed_pct_impact,average_speed_p_value,average_speed_cohens_d,average_speed_significant
SOTL,full_minus_sotl,6.223430347409781,30.392614160199372,9.228883770467678e-06,1.7293347317844066,True,0.0,0.0,,0.0,False,-0.18720100308641968,-100.0,3.9354515959909544e-20,13.162062480764689,True,0.35417852059061117,29.08578118372209,7.856490911381054e-09,2.777430039608117,True
ACO,full_minus_aco,7.52378097943458,36.74297928456361,3.758606860234902e-14,3.7050906230064187,True,0.0,0.0,,0.0,False,0.0655729166666667,35.02807975681389,8.055274095281337e-12,3.079044768153488,True,0.13994750562815805,11.492742471001852,0.0021362149393026083,1.0889604405600775,True
PSO,full_minus_pso,-1.5533231409047836,-7.585776372877204,0.024024405261055783,0.74338867831338,True,0.0,0.0,,0.0,False,-0.008034336419753041,-4.2918233809057424,0.18831590175169027,0.4237570037348791,False,-0.04607933501773909,-3.7841183965149536,0.45205949525277056,0.2403746051849797,False
SOM,full_minus_som,2.3158037032990926,11.309410485235686,0.037575043875010816,0.6906494332626687,True,0.0,0.0,,0.0,False,0.014724151234567912,7.865423257251799,0.10312283922137383,0.5310611828382259,False,0.1978395749587889,16.246943990664064,9.599387504763826e-05,1.4210770741533305,True
